"filename", "language", "C#", "JSON", "comment", "blank", "total"
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Character/CharacterSpawner.cs", "C#", 86, 0, 0, 32, 118
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Character/Data/CharacterSpawnerData.cs", "C#", 7, 0, 0, 2, 9
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Enemy/EnemySpawner.cs", "C#", 6, 0, 0, 3, 9
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Interface/ISpawnDecorator.cs", "C#", 9, 0, 12, 3, 24
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Interface/ISpawner.cs", "C#", 6, 0, 6, 3, 15
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Spawner/Position/Interface/ISpawnPositionManager.cs", "C#", 8, 0, 12, 4, 24
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/StatusEffect/AStatusEffect.cs", "C#", 15, 0, 0, 5, 20
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/StatusEffect/Data/StatusEffectData.cs", "C#", 11, 0, 0, 6, 17
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/StatusEffect/Definition/EffectType.cs", "C#", 6, 0, 3, 0, 9
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/HealthPopUp/HealthPopUp.cs", "C#", 9, 0, 0, 4, 13
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/HealthPopUp/Interface/IHealthPopUpType.cs", "C#", 6, 0, 0, 2, 8
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/HealthBar/HealthState.cs", "C#", 14, 0, 6, 7, 27
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/HealthBar/Interface/IPlayerHealthBarPresenter.cs", "C#", 5, 0, 0, 3, 8
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/HealthBar/Interface/IPlayerHelathBarView.cs", "C#", 5, 0, 0, 1, 6
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/HealthBar/PlayerHealthBarPresenter.cs", "C#", 63, 0, 3, 22, 88
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/HealthBar/PlayerHealthView.cs", "C#", 46, 0, 4, 15, 65
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Interface/IPlayerHUDFactory.cs", "C#", 6, 0, 0, 1, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/ARuneListPresenter.cs", "C#", 91, 0, 5, 23, 119
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/ARuneListView.cs", "C#", 30, 0, 0, 8, 38
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/Definition/RunePosition.cs", "C#", 8, 0, 3, 0, 11
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/Interface/IRuneListPresenter.cs", "C#", 4, 0, 0, 1, 5
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/Interface/IRuneListView.cs", "C#", 7, 0, 0, 4, 11
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSelector/Interface/IRuneSelectorPresenter.cs", "C#", 5, 0, 0, 2, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSelector/Interface/IRuneSelectorView.cs", "C#", 7, 0, 0, 2, 9
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSelector/Interface/ISelectorSlot.cs", "C#", 8, 0, 0, 3, 11
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSelector/RuneSelectorPresenter.cs", "C#", 18, 0, 3, 2, 23
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSelector/RuneSelectorView.cs", "C#", 13, 0, 0, 1, 14
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Main/Interface/IMainRuneSlotPresenter.cs", "C#", 5, 0, 0, 2, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Main/Interface/IMainRuneSlotView.cs", "C#", 5, 0, 0, 2, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Main/MainRuneSlotPresenter.cs", "C#", 10, 0, 0, 2, 12
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Main/MainRuneSlotView.cs", "C#", 10, 0, 0, 2, 12
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Sub/Interface/ISubRuneSlotPresenter.cs", "C#", 5, 0, 0, 2, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Sub/Interface/ISubRuneSlotView.cs", "C#", 5, 0, 0, 2, 7
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Sub/SubRuneSlotPresenter.cs", "C#", 10, 0, 0, 2, 12
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneSlot/Sub/SubRuneSlotView.cs", "C#", 10, 0, 0, 2, 12
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneUI/AListView.cs", "C#", 7, 0, 0, 3, 10
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneUI/Interface/IRuneAmountUI.cs", "C#", 7, 0, 0, 4, 11
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneUI/Interface/IRuneUI.cs", "C#", 9, 0, 0, 4, 13
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneUI/RuneAmountUI.cs", "C#", 42, 0, 0, 11, 53
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/PlayerHUD/Rune/RuneUI/RuneUI.cs", "C#", 79, 0, 11, 21, 111
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/StatusEffectUI/StatusEffectUI.cs", "C#", 26, 0, 5, 10, 41
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/AListPresenter.cs", "C#", 46, 0, 4, 17, 67
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/PlayerCharacterHolder.cs", "C#", 21, 0, 4, 6, 31
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/TextElement/FontSizeElement.cs", "C#", 17, 0, 0, 6, 23
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/TextElement/OutlineElement.cs", "C#", 6, 0, 0, 2, 8
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/TextElement/TextElement.cs", "C#", 8, 0, 0, 4, 12
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/UIControl/Utility/UiDestroyModule.cs", "C#", 22, 0, 0, 7, 29
"/Users/fujitayuuta/Documents/GitHub/ZangiDon_001/Assets/Project/Script/Utility/ComponentsUtility.cs", "C#", 31, 0, 0, 8, 39
"Total", "-", 4071, 14, 472, 1276, 5833
